id,category_bn,comment_bn,stage_bn,response_bn,class,topic_key
48381,অতিরিক্ত চিন্তা,রাতে একা ঘরে থাকলে কোনটা বেছে নেব ঠিক করতে পারি না বেশি হয়; নিজে থেকেই পরে কমে এবং ঘুমের সময় মাথা থামে না।,মাঝারি,"৬০–৪০ নিয়ম ব্যবহার করুন—যখন ৬০% নিশ্চিত, ছোট সিদ্ধান্ত নিন।",Overthinking,
28180,সোমাটিক সিম্পটম ডিসঅর্ডার,"বাজারে যাওয়ার সময় কোনো কারণ ছাড়াই ভর করে হাতে-পায়ে টান আর ব্যথা অনুভব হয়, যা নিজে থেকেই কমে; ফলে পড়াশোনা থেমে যায়।",হালকা,হালকা ব্যথায় নিয়মিত হালকা ব্যায়াম ও ভঙ্গি ঠিক রাখা সহায়ক।,Somatic_symptom,
13652,ওসিডি (Obsessive–Compulsive Disorder),ভিড় বাসে ধরতে গেলে অকারণে মাথায় আসে বাম-ডান সমান না হলে অস্থির লাগে—সমান করতে করতে সময় কেটে যায়—এই সময় বুক ধড়ফড় করে—সারাদিনে বারবার ফিরে আসে—ফলে পরিবারের সাথে সময় কমে যায়।,হালকা,হালকা অস্বস্তিতে ছোটখাট অসমান মেনে নিয়ে কাজ শেষ করুন।,OCD,
86418,জেনারালাইজড অ্যাংজাইটি ডিসঅর্ডার (GAD),"বারবার মাথায় আসে ভিড় বাসে দাঁড়িয়ে কিছু না হলেও দুশ্চিন্তার ঢেউ ওঠে অনুভব করি—সাধারণত দু-এক ঘণ্টা টিকে থাকে, তাই পরিকল্পনা পাল্টে ফেলি।",হালকা,হালকা দুশ্চিন্তায় ৫ মিনিট হাঁটা ও গভীর শ্বাস উপকারী।,Generalized_anxiety,
74369,প্যারানইয়া,জানালার পাশে বসে থাকলে অকারণে মাথায় আসে কোণে দাঁড়িয়ে কেউ আমাকে দেখছে মনে হয়—এই সময় কাঁধে টান ধরে—নিজে থেকেই পরে কমে—ফলে বাড়তি সময় চেক করতে খরচ হয়—সতর্ক থাকতে একাই বাইরে না যাওয়ার চেষ্টা করি।,মাঝারি,"রুটিন বজায় রাখুন, প্রয়োজন হলে সঙ্গী নিয়ে বের হন।",Paranoia,
66788,প্যানিক অ্যাটাক,"ঘুম থেকে উঠেই চট করে অনুভব করি বুক ধড়ফড় করে, যা অল্প সময়ের মধ্যে কমে যায়।",মাঝারি,হার্টবিট দ্রুত হলে ধীরে শ্বাস নিন এবং কয়েক মিনিট শান্তভাবে বসে থাকুন।,Panic_attack,
22500,সোশ্যাল অ্যাংজাইটি ডিসঅর্ডার,অচেনা নম্বরে ফোন এলেই হঠাৎ মনে হয় খাওয়ার ভঙ্গি দেখবে ভয়—মাথায় আসে এই মুহূর্তে বেরিয়ে যেতে হবে। এই সময় হৃদস্পন্দন বেড়ে যায়। সারাদিনে বারবার ফিরে আসে। ফলে আলোচনায় অংশ নিতে পারি না। দরজার কাছে দাঁড়িয়ে থাকি।,তীব্র,সাপোর্ট নিয়ে এক্সপোজার পরিকল্পনা করুন।,Social_anxiety,
33998,ডেল্যুশনাল লাভ ডিসঅর্ডার (এরোটোমানিয়া),লাইভ স্ট্রিম দেখার সময়ে আস্তে আস্তে বিশ্বাস জন্মায় স্টোরিতে একই রঙের ইমেজ—আমার নামের ইঙ্গিত—এই সময় শ্বাস ছোট হয়ে আসে—রাতে ঘুম ব্যাহত হয়—ফলে রুটিন এলোমেলো—অতিরিক্ত ভাবনা হলে শ্বাস ধীরে আনি।,মাঝারি,ফলো/লাইক/কমেন্টের বিকল্প ব্যাখ্যা লিখুন; চেকিং সময় নির্দিষ্ট করুন।,Delusional_love,online_social
59809,ইটিং ডিসঅর্ডার (Eating Disorders),দিনভর ক্যালরি ভাবনায় থাকি টিফিন বক্স খুলতে গিয়ে টের পাই—খাওয়ার পর শরীরে পরিবর্তন হবে বলে ভয়; শরীরে পেট অস্বস্তি লাগে; তারপর দু-এক ঘণ্টা টিকে থাকে; এতে দিনের পরিকল্পনা ভেঙে পড়ে; বাধ্য হয়ে একাই খেতে চাই।,মাঝারি,শরীর-আত্মসম্মান নিয়ে কাজ করুন—তুলনা/স্ক্রিন সীমিত করুন।,Eating_disorder,
2358,প্যারানইয়া,রাতে বারান্দার ধারে দাঁড়ালে আস্তে আস্তে সন্দেহ ভর করে পিছনে কেউ হাঁটছে বলে মনে হয়—এই সময় শ্বাস ছোট হয়ে আসে—ধীরে ধীরে কমে—ফলে পরিবারের সাথে বাইরে যাওয়া এড়াই—সতর্ক থাকতে জানালা পর্দা টেনে রাখি।,মাঝারি,"রুটিন বজায় রাখুন, প্রয়োজন হলে সঙ্গী নিয়ে বের হন।",Paranoia,
55985,সিজোফ্রেনিয়া,বাড়ির বারান্দায় বসে হঠাৎ মনে হয় কেউ পাশে নেই তবু শব্দ আসে—এই সময় শ্বাস ছোট হয়ে যায়—দু-এক ঘণ্টা টিকে থাকে—ফলে কাজে মন বসে না—জানালা/দরজা বারবার দেখি।,তীব্র,"ভয়েস তীব্র হলে নিরাপদ স্থানে থাকুন, একা থাকবেন না; শ্বাস ধীরে আনুন এবং দ্রুত পেশাদারের সাথে যোগাযোগ করুন। ওষুধ/ফলো-আপ পরিকল্পনা মেনে চলা গুরুত্বপূর্ণ।",Schizophrenia,
9504,ডিপ্রেশন,"ফোন হাতে নিলে হঠাৎ মনে হয় অকারণে মন ভারী হয়ে থাকে, যা ধীরে ধীরে কমে; ফলে পড়াশোনা থেমে যায়।",মাঝারি,একটি ছোট কার্যক্রম বেছে নিন (গোছগাছ/হালকা কাজ) এবং সম্পন্ন হওয়ার অনুভূতি তৈরি করুন।,Depression,
71733,প্যানিক অ্যাটাক,ভিড় বাসে উঠলেই থাকলে হার্টবিট বেড়ে যায় শুরু হয় এবং প্রায় ১০ মিনিট থাকে।,তীব্র,ধড়ফড়ের সাথে শ্বাসকষ্ট বা অস্বাভাবিক ব্যথা থাকলে দ্রুত বিশ্রাম নিন এবং প্রয়োজন হলে জরুরি বিভাগে যান।,Panic_attack,
89248,অতিরিক্ত চিন্তা,"খুঁটিনাটি ঠিক করতে গিয়ে সময় নষ্ট হয় রাতে একা ঘরে অনুভব করি, এরপর কিছুক্ষণ স্থায়ী হয়; এতে মিটিংয়ে কথা বলতে ভয় লাগে।",মাঝারি,কাজের মানের জন্য 'A/B/C' স্তর ঠিক করুন—সব কাজ A গ্রেড দরকার হয় না।,Overthinking,
21095,আত্মহত্যামুখী প্রবণতা,শরীর খুব ক্লান্ত থাকলে বারবার ঘুম ভেঙে যায় এমনভাবে আসে যে মনোযোগ ভেঙে পড়ে; তারপর আবার নিজে থেকেই কমে যায়।,হালকা,ঘুম ভাঙলে শান্ত কাজে মন দিন; ঘুম আসলেই বিছানায় ফিরুন।,Suicidal_tendency,
34719,বাইপোলার,"মাঝে মাঝে মনে হয় রাতে একা থাকলে মাথায় অনেক আইডিয়া উঁকি মারে অনুভব করি—সাধারণত কিছুক্ষণ স্থায়ী হয়, তাই কাজে মন রাখতে পারি না।",তীব্র,"ঘুম না এলে উদ্দীপক কাজ বন্ধ করুন, আলো কমান, শান্ত স্থানে থাকুন। আচরণ নিয়ন্ত্রণে রাখতে কাছের কারোর সহায়তা নিন এবং জরুরি মনে হলে পেশাদার সাহায্য নিন।",Bipolar,
23412,ডিপ্রেশন,"অকারণে মন ভারী হয়ে থাকে ফোন হাতে নিলে টের পাই, এরপর কিছুক্ষণ থাকে; এতে পড়াশোনা থেমে যায়।",মাঝারি,একটি ছোট কার্যক্রম বেছে নিন (গোছগাছ/হালকা কাজ) এবং সম্পন্ন হওয়ার অনুভূতি তৈরি করুন।,Depression,
71290,ডিপ্রেশন,"বিছানায় শুলেই অস্থির লাগে বই খুলে পড়তে গেলে টের পাই, এরপর ধীরে ধীরে কমে; এতে কথা বলতে ইচ্ছে করে না।",তীব্র,"একাধিক রাত ঘুম না হলে স্ক্রিন বন্ধ, আলো কম, শান্ত পরিবেশ রাখুন; না কমলে পেশাদারের সাথে কথা বলুন।",Depression,
39272,প্যানিক অ্যাটাক,"ক্লাসে বসে থাকা অবস্থায় হঠাৎ মনে হয় শ্বাস নিতে পারি না, যা অল্প সময়ের মধ্যে কমে যায়।",হালকা,ক্যাফেইন কমানো ও নিয়মিত হালকা ব্যায়াম শ্বাস স্বাভাবিক রাখতে সহায়তা করে।,Panic_attack,
944,প্যারানইয়া,সন্ধ্যায় বাসা ফেরার পথে হঠাৎ মনে হয় পিছনে কেউ হাঁটছে বলে মনে হয়—এই সময় শ্বাস ছোট হয়ে আসে—সারাদিনে বারবার ফিরে আসে—ফলে কাজে মনোযোগ ভেঙে যায়—সতর্ক থাকতে একাই বাইরে না যাওয়ার চেষ্টা করি।,মাঝারি,বাস্তবতার চেকলিস্ট লিখুন—সময়/স্থান/প্রমাণ; বারবার চেক না করে একবার দেখে নিন।,Paranoia,
48786,প্যানিক অ্যাটাক,চট করে অনুভব করি গাড়িতে ওঠার পর বুক ধড়ফড় করে; সাধারণত কিছুক্ষণ স্থায়ী হয়।,তীব্র,হৃদকম্পন খুব বেড়ে গেলে সাথে বুক ব্যথা বা মাথা ঘোরা থাকলে অবিলম্বে চিকিৎসা সহায়তা নিন।,Panic_attack,
50853,সোমাটিক সিম্পটম ডিসঅর্ডার,"হঠাৎ টের পাই গাড়িতে বসে থাকতে থাকতে শরীরের বিভিন্ন জায়গায় ব্যথা চেপে বসে অনুভব করি—সাধারণত সারাদিনে বারবার আসে, তাই হাঁটাহাঁটি করাও কঠিন লাগে।",মাঝারি,"ব্যথা কমাতে গরম/ঠান্ডা সেঁক, সঠিক ভঙ্গি ও ছোট স্ট্রেচ উপকারী হতে পারে; দীর্ঘস্থায়ী হলে চিকিৎসকের পরামর্শ নিন।",Somatic_symptom,
46952,অতিরিক্ত চিন্তা,"অকারণে ভর করে বাসায় ফিরেই একটা বিষয় মাথা থেকে সরাতে পারি না মাথায় ঘোরে—সাধারণত কিছুক্ষণ স্থায়ী হয়, তাই সিদ্ধান্ত নিতে দেরি হয়।",মাঝারি,রুমিনেশন কমাতে 'চিন্তার সময়' নির্দিষ্ট করুন—দিনে ১৫–২০ মিনিট। সময়ের বাইরে এলে কাগজে লিখে পরে দেখুন।,Overthinking,
78032,ইটিং ডিসঅর্ডার (Eating Disorders),দুপুরের খাবারের টেবিলে থাকলে দুপুরে না খেলে নিজেকে ‘ভালো’ মনে হয় বাড়ে এবং আমি যথেষ্ট নিয়ন্ত্রণে নেই মনে হয় ঘুরতে থাকে; সাথে পেট অস্বস্তি লাগে; কিছুক্ষণ স্থায়ী হয়; শেষ পর্যন্ত সামাজিক অনুষ্ঠান এড়িয়ে চলি; তখন লোকজনের সামনে খেতে সংকোচ বোধ করি।,মাঝারি,শরীর-আত্মসম্মান নিয়ে কাজ করুন—তুলনা/স্ক্রিন সীমিত করুন।,Eating_disorder,
20666,ইটিং ডিসঅর্ডার (Eating Disorders),অনুষ্ঠানের খাবার ‘রুলস’-এ মেলে না বলে এড়াই ঘুম থেকে উঠেই টের পাই—ওজন/আকৃতি নিয়ে ভয়; শরীরে ঠান্ডা লাগে; তারপর কিছুক্ষণ স্থায়ী হয়; এতে খাওয়া পিছিয়ে দিই; বাধ্য হয়ে ক্যালেন্ডারে খাওয়ার টাইমিং বারবার বদলাই।,তীব্র,‘বিশুদ্ধ’ না হলে না-খাওয়া জীবন ও সম্পর্ক ক্ষতিগ্রস্ত করলে পেশাদারের সহায়তা নিন; আজ সামাজিক খাওয়ায় ছোট নমনীয়তা চেষ্টা করুন।,Eating_disorder,
99862,বাইপোলার,বন্ধুদের সাথে থাকলেও থাকলে কোনো কিছুতে আগ্রহ জাগে না বেশি হয়; কয়েক ঘণ্টা পর্যন্ত থাকে এবং ছোট সিদ্ধান্ত নিতে কষ্ট হয়।,মাঝারি,"দিনে নির্দিষ্ট সময়ে হাঁটা, হালকা কাজ ও নিয়মিত ঘুম মুড স্থির করতে সাহায্য করে। অবস্থা দীর্ঘস্থায়ী হলে কাউন্সেলিং বিবেচনা করুন।",Bipolar,
57240,প্যানিক অ্যাটাক,পরীক্ষার আগে থাকলে বিনা কারণে ভয় হয় শুরু হয় এবং প্রায় ১০ মিনিট থাকে।,মাঝারি,"আতঙ্ক বাড়লে পা মাটিতে চেপে ধরুন, চারপাশ লক্ষ্য করুন এবং শ্বাস ধীরে আনুন।",Panic_attack,
4391,সোমাটিক সিম্পটম ডিসঅর্ডার,পরিবারের সাথে সময় কাটাতে গেলে শরীরের বিভিন্ন জায়গায় ব্যথা চেপে বসে এমনভাবে আসে যে পড়াশোনা থেমে যায়; তারপর দু-এক ঘণ্টা স্থায়ী হয়।,তীব্র,"তীব্র ব্যথায় হঠাৎ কাজ বন্ধ করে বসে পড়ুন, শ্বাস ধীরে আনুন এবং ব্যথা বাড়লে জরুরি সহায়তা নিন।",Somatic_symptom,
85827,বাইপোলার,"বন্ধুদের সাথে থাকলেও মাঝে মাঝে মনে হয় একদিকে উত্সাহ, অন্যদিকে অকারণ দুঃখ, আর সেটা কয়েক ঘণ্টা পর্যন্ত থাকে; ফলে পরিচিতদের সাথেও কথা বলতে ইচ্ছে করে না।",মাঝারি,"শ্বাস-অনুশীলন, ছোট হাঁটা ও সময় ব্যবস্থাপনা তাল মিলাতে সাহায্য করে।",Bipolar,
1538,সোশ্যাল অ্যাংজাইটি ডিসঅর্ডার,ক্লাসে প্রেজেন্টেশন শুরুর সময় কয়েক সেকেন্ডে বেড়ে যায় শুরুর লাইন মুখে আটকে যায়—মাথায় আসে কথা আটকে যাবে। এই সময় গলা শুকিয়ে যায়। সারাদিনে বারবার ফিরে আসে। ফলে নেটওয়ার্কিং সুযোগ হারাই। শরীর সোজা না রেখে ঝুঁকে থাকি।,মাঝারি,ছোট গ্রুপে ১ মিনিট বলার প্র্যাকটিস করে ধীরে সময়/শ্রোতা বাড়ান।,Social_anxiety,
15207,ডিপ্রেশন,"হঠাৎ মনে হয় অফিসে যাওয়ার আগে আনন্দ অনুভব করতে পারি না অনুভব করি—সাধারণত ধীরে ধীরে কমে, তাই পরিবারের সাথে সময় উপভোগ করতে পারি না।",মাঝারি,"দৈনিক ২০–৩০ মিনিট হাঁটা, সূর্যালোক ও নিয়মিত রুটিন মন হালকা করতে সাহায্য করে।",Depression,
32748,পোস্টপার্টাম ডিপ্রেশন (প্রসব-পরবর্তী বিষণ্নতা),আস্তে আস্তে মন ভারী হয়ে ওঠে ল্যাকটেশন পরামর্শের আগে হাসি কমে গেছে টের পাই; সাথে পিঠ/ঘাড় টান ধরে; সাধারণত ধীরে ধীরে কমে; শেষ পর্যন্ত খাওয়া-ঘুমের রুটিন ভেঙে যায় হয় এবং বারবার শিশুকে চেক করি।,তীব্র,"দিনভর মন খারাপ থাকলে রুটিনকে ছোট ধাপে ভাঙুন—১৫ মিনিট বিশ্রাম, ১০ মিনিট হালকা কাজ; সাপোর্ট পারসনকে জানিয়ে রাখুন।",Postpartum_depression,mood_low_anhedonia
44677,জেনারালাইজড অ্যাংজাইটি ডিসঅর্ডার (GAD),ভিড় বাসে দাঁড়িয়ে থাকলে কিছু না হলেও দুশ্চিন্তার ঢেউ ওঠে বেশি হয়; ধীরে ধীরে কমে এবং দিনের কাজকর্ম ব্যাহত হয়।,মাঝারি,প্রমাণ-ভিত্তিক প্রশ্ন করুন: 'প্রমাণ কী বলে?'—সম্ভাব্য সেরা/সবচেয়ে খারাপ/সবচেয়ে সম্ভাব্য ফল লিখুন।,Generalized_anxiety,
77940,জেনারালাইজড অ্যাংজাইটি ডিসঅর্ডার (GAD),"ফোন হাতে নিলে হঠাৎ মনে হয় শরীর টানটান হয়ে থাকে, যা কিছুক্ষণ স্থায়ী হয়; ফলে পরিকল্পনা পাল্টে ফেলি।",মাঝারি,দিনে ২–৩ বার ৫ মিনিটের বডি-স্ক্যান/স্ট্রেচ করুন।,Generalized_anxiety,
14600,সোমাটিক সিম্পটম ডিসঅর্ডার,ভিড়ের মধ্যে দাঁড়িয়ে আলো দেখলেই মাথাব্যথা বাড়ে এমনভাবে আসে যে পড়াশোনা থেমে যায়; তারপর নিজে থেকেই কমে।,হালকা,দিনে নিয়মিত ক্ষুদ্র বিরতি নিতে অভ্যস্ত হোন।,Somatic_symptom,
11911,সিজোফ্রেনিয়া,রাস্তা দিয়ে হাঁটতে হাঁটতে হঠাৎ মনে হয় নাম ধরে ডাক শোনার মতো লাগে—এই সময় শরীর টানটান হয়ে আসে—সারাদিনে বারবার ফিরে আসে—ফলে কথা বলতে অসুবিধা হয়—কথা বলা এড়িয়ে চলি।,মাঝারি,ঘুম/খাবারের রুটিন ঠিক রাখুন; ওষুধ সম্পর্কে প্রশ্ন থাকলে প্রেসক্রাইবারকে জানান।,Schizophrenia,
60581,ওসিডি (Obsessive–Compulsive Disorder),অফিসে টেবিল গোছাতে গিয়ে কয়েক সেকেন্ডেই বেড়ে যায় স্পর্শ করলেই নোংরা লাগবে ভাবনা—পরিষ্কার না হওয়া পর্যন্ত ধুতে থাকি—এই সময় কাঁধে টান ধরে—দু-এক ঘণ্টা মনোযোগ নষ্ট হয়—ফলে দিনের পরিকল্পনা ভেঙে পড়ে।,মাঝারি,ট্রিগারের তালিকা বানিয়ে সবচেয়ে সহজ থেকে ধাপে ধাপে এক্সপোজার করুন—পেশাদারের পরামর্শে।,OCD,
92945,সোমাটিক সিম্পটম ডিসঅর্ডার,"অফিসে ডেস্কে বসলে কয়েক মিনিটে বেড়ে যায় বুক বা পেটে চাপধরানো ব্যথা হয়, যা সারাদিনে বারবার আসে; ফলে পরিবারের সাথে সময় উপভোগ করতে পারি না।",হালকা,হালকা ব্যথায় নিয়মিত হালকা ব্যায়াম ও ভঙ্গি ঠিক রাখা সহায়ক।,Somatic_symptom,
31326,বাইপোলার,"একদিকে উত্সাহ, অন্যদিকে অকারণ দুঃখ ল্যাপটপ খুলে কাজ শুরু করতেই টের পাই, এরপর অল্প সময় পর কমে আসে; এতে সময় ব্যবস্থাপনা ভেঙে যায়।",মাঝারি,"শ্বাস-অনুশীলন, ছোট হাঁটা ও সময় ব্যবস্থাপনা তাল মিলাতে সাহায্য করে।",Bipolar,
46060,প্যারানইয়া,বাজারের ভিড়ে আস্তে আস্তে সন্দেহ ভর করে কোণে দাঁড়িয়ে কেউ আমাকে দেখছে মনে হয়—এই সময় গলা শুকিয়ে যায়—সারাদিনে বারবার ফিরে আসে—ফলে পরিকল্পনা পাল্টে ফেলি—সতর্ক থাকতে নতুন লোকের সাথে কথা বলা কমাই।,মাঝারি,বাস্তবতার চেকলিস্ট লিখুন—সময়/স্থান/প্রমাণ; বারবার চেক না করে একবার দেখে নিন।,Paranoia,
19675,সোশ্যাল অ্যাংজাইটি ডিসঅর্ডার,অফিসের করিডরে সামনে লোক দেখলেই শুরু হয় কমেন্ট না পেলে খারাপ লাগে—মাথায় আসে ভুল বললে সবাই হাসবে। এই সময় মুখ গরম লাগে। সারাদিনে বারবার ফিরে আসে। ফলে ক্যারিয়ার টাস্ক বিলম্বিত হয়। প্রশ্ন করলে খুব ছোট উত্তর দিই।,মাঝারি,রেসপন্স না এলে ব্যক্তিগত মূল্যায়ন হিসেবে না দেখে তথ্য হিসেবে নিন।,Social_anxiety,
19657,ইটিং ডিসঅর্ডার (Eating Disorders),ক্লাস শেষে ক্যাফেতে সামাজিক পরিস্থিতিতে বাড়ে ক্লান্ত থাকলেও রুটিন ভাঙি না; মাথায় আসে আমি যথেষ্ট নিয়ন্ত্রণে নেই মনে হয়—এই সময় পেট অস্বস্তি লাগে; সাধারণত ইভেন্ট শেষ না হওয়া পর্যন্ত থাকে; ফলে দিনের পরিকল্পনা ভেঙে পড়ে; তাই খাবার ‘নির্দোষ’ প্রমাণ না হলে এড়িয়ে চলি।,তীব্র,শরীর ক্লান্ত/অসুস্থ হলে নিরাপত্তা আগে—ব্যায়াম স্থগিত রাখুন; চিকিৎসা/থেরাপিস্টের সাথে পরিকল্পনা ঠিক করুন।,Eating_disorder,
46640,সিজোফ্রেনিয়া,অফিসে ডেস্কে বসলে অকারণে মাথায় আসে কেউ পাশে নেই তবু শব্দ আসে—এই সময় গলা শুকিয়ে যায়—সারাদিনে বারবার ফিরে আসে—ফলে নিজের যত্ন নেওয়া কমে যায়—লাইট জ্বালিয়ে রাখি।,মাঝারি,"ভয়েস এলে গ্রাউন্ডিং ব্যবহার করুন—কক্ষের ৫টি জিনিস চিহ্নিত করুন, নাম বলুন; ফলো-আপে উপসর্গের সময়/ট্রিগার নোট নিয়ে যান।",Schizophrenia,
11203,আত্মহত্যামুখী প্রবণতা,"মনে হয় আর পারছি না রাতে একা ঘরে অনুভব করি, এরপর আবার নিজে থেকেই কমে যায়; এতে পরিবার নিয়ে দুশ্চিন্তা বাড়ে।",হালকা,"মনে যা আসছে তা লিখে রাখুন এবং নিজের কাছে দয়ালু থাকুন—এটা সাময়িক, সহায়তা নিলে কমে।",Suicidal_tendency,
92766,ওসিডি (Obsessive–Compulsive Disorder),হাত ধোয়ার বেসিনের পাশে কয়েক সেকেন্ডেই বেড়ে যায় ফেলে দিলে ভুল হবে মনে হয়—জমিয়ে রাখার পক্ষে অকারণে যুক্তি দিই—এই সময় শ্বাস ছোট হয়ে আসে—নিজে থেকেই পরে কমে—ফলে অফিসে মন বসে না।,তীব্র,ফেলতে না পারলে সাপোর্ট নিন—নিরাপত্তা আগে। পেশাদারের পরিকল্পনায় অল্প অল্প করে বাছাই শুরু করুন।,OCD,
74246,সিজোফ্রেনিয়া,ক্লাসের পরে লাইব্রেরিতে হঠাৎ মনে হয় কেউ পাশে নেই তবু শব্দ আসে—এই সময় গলা শুকিয়ে যায়—সারাদিনে বারবার ফিরে আসে—ফলে কথা বলতে অসুবিধা হয়—জানালা/দরজা বারবার দেখি।,তীব্র,"ভয়েস তীব্র হলে নিরাপদ স্থানে থাকুন, একা থাকবেন না; শ্বাস ধীরে আনুন এবং দ্রুত পেশাদারের সাথে যোগাযোগ করুন। ওষুধ/ফলো-আপ পরিকল্পনা মেনে চলা গুরুত্বপূর্ণ।",Schizophrenia,
33270,সোশ্যাল অ্যাংজাইটি ডিসঅর্ডার,টিম আলোচনায় বসে আস্তে আস্তে ভর করে শুরুর লাইন মুখে আটকে যায়—মাথায় আসে এই মুহূর্তে বেরিয়ে যেতে হবে। এই সময় মুখ গরম লাগে। দু-এক ঘণ্টা টিকে থাকে। ফলে ক্লাসে অংশগ্রহণ কমে। দরজার কাছে দাঁড়িয়ে থাকি।,তীব্র,উচ্চ উদ্বেগে লাইভ অংশ কমিয়ে রেকর্ডেড/স্লাইড-রিড অপশন বিবেচনা করুন; পরে ধাপে ধাপে এক্সপোজার বাড়ান।,Social_anxiety,
2882,ফোবিয়া,আকাশে মেঘ করলে আস্তে আস্তে ভর করে খোলা মাঠে একা থাকলে অস্বস্তি—নিজে থেকেই পরে কমে—ফলে সেই জায়গা পুরোপুরি এড়িয়ে চলি।,তীব্র,উচ্চ ভিড় এড়াতে সময়/রুট বদলান এবং প্রয়োজন হলে সঙ্গী নিয়ে বের হন।,Fobia,
9321,আত্মহত্যামুখী প্রবণতা,"মনে হয় আর পারছি না কাজের টেবিলে বসে অনুভব করি, এরপর সারাদিনের বড় অংশ জুড়ে থাকে; এতে মনোযোগ ভেঙে পড়ে।",মাঝারি,"এই ভাবনাগুলোকে গুরুত্ব দিন। শ্বাস ধীরে নিন, কয়েক মিনিট শান্ত পরিবেশে থাকুন এবং আজই কাউন্সেলরের সাথে কথা বলার পরিকল্পনা করুন।",Suicidal_tendency,
95984,ডিপ্রেশন,"হঠাৎ মনে হয় অফিসে যাওয়ার আগে আনন্দ অনুভব করতে পারি না অনুভব করি—সাধারণত কিছুক্ষণ থাকে, তাই দৈনন্দিন পরিকল্পনা ভেঙে পড়ে।",মাঝারি,একটি ছোট কার্যক্রম বেছে নিন (গোছগাছ/হালকা কাজ) এবং সম্পন্ন হওয়ার অনুভূতি তৈরি করুন।,Depression,
84456,পোস্টপার্টাম ডিপ্রেশন (প্রসব-পরবর্তী বিষণ্নতা),বিকেলে একা থাকলে আস্তে আস্তে মন ভারী হয়ে ওঠে দিনভর মন ভারী থাকে—এই সময় হৃদস্পন্দন বেড়ে যায়; সারাদিনে বারবার ফিরে আসে; ফলে কাজে মন বসে না—তাই দায়িত্ব ভাগ না করে সব নিজেই করতে চাই।,মাঝারি,দিনের গুরুত্বপূর্ণ ১–২টি কাজ বেছে সময় বক্স করুন; বাকি কাজ পরে।,Postpartum_depression,mood_low_anhedonia
19992,ডেল্যুশনাল লাভ ডিসঅর্ডার (এরোটোমানিয়া),বিকেলে ছাদে দাঁড়ালে কারণ ছাড়াই মাথায় আসে সমাজ/পরিবার পথে বাধা—সে তাই সরাসরি বলতে পারে না—এই সময় বুক ভারী লাগে—রাতে ঘুম ব্যাহত হয়—ফলে মাথা ভারী লাগে—মেসেজ পাঠাতে ইচ্ছে হলেও নিজেকে থামাই।,মাঝারি,সম্পর্ক/সমাজ-সংক্রান্ত অনুমান প্রমাণ থেকে আলাদা করুন; রিয়ালিটি-টেস্টিং করুন।,Delusional_love,barriers_status
44788,সোমাটিক সিম্পটম ডিসঅর্ডার,"আস্তে আস্তে শুরু হয় গাড়িতে বসে থাকতে থাকতে শরীরের বিভিন্ন জায়গায় ব্যথা চেপে বসে অনুভব করি—সাধারণত সারাদিনে বারবার আসে, তাই হাঁটাহাঁটি করাও কঠিন লাগে।",মাঝারি,দৈনন্দিন কাজে ব্যথা বাড়লে সময় ভাগ করে বিরতি নিন এবং ভঙ্গি ঠিক রাখুন।,Somatic_symptom,
87711,ডিপ্রেশন,"অফিসে যাওয়ার আগে হঠাৎ মনে হয় মনে এক ধরনের দুঃখ চাপা থাকে, যা নিজে থেকেই পরে কমে যায়; ফলে পরিবারের সাথে সময় উপভোগ করতে পারি না।",মাঝারি,"দৈনিক ২০–৩০ মিনিট হাঁটা, সূর্যালোক ও নিয়মিত রুটিন মন হালকা করতে সাহায্য করে।",Depression,
35631,ওসিডি (Obsessive–Compulsive Disorder),কাজ শুরু করার ঠিক আগে সমান না হলে অস্বস্তি ছড়িয়ে পড়ে হাত যথেষ্ট পরিষ্কার হলো কিনা সন্দেহ—স্যানিটাইজার বারবার ব্যবহার করি—এই সময় মাথা হালকা লাগে—নিজে থেকেই পরে কমে—ফলে বারবার ফিরে গিয়ে চেক করতে হয়।,মাঝারি,ট্রিগারের তালিকা বানিয়ে সবচেয়ে সহজ থেকে ধাপে ধাপে এক্সপোজার করুন—পেশাদারের পরামর্শে।,OCD,
20605,অতিরিক্ত চিন্তা,"বারবার ফিরে আসে বাসায় ফিরেই একটি ঘটনা বারবার মনে পড়ে মাথায় ঘোরে—সাধারণত প্রায় সারাদিন টেনে নেয়, তাই দিনের পরিকল্পনা ভেঙে পড়ে।",মাঝারি,রুমিনেশন কমাতে 'চিন্তার সময়' নির্দিষ্ট করুন—দিনে ১৫–২০ মিনিট। সময়ের বাইরে এলে কাগজে লিখে পরে দেখুন।,Overthinking,
56174,আত্মহত্যামুখী প্রবণতা,কাজের টেবিলে বসে থাকলে মনে হয় আর পারছি না বেশি হয়; কিছুক্ষণ থাকে এবং পরিবার নিয়ে দুশ্চিন্তা বাড়ে।,তীব্র,"এই অনুভূতিটা গুরুতর এবং অবহেলা করা যাবে না। এখনই নিরাপদ জায়গায় থাকুন, বিশ্বস্ত কারো সাথে কথা বলুন এবং তৎক্ষণাৎ পেশাদার সহায়তা নিন।",Suicidal_tendency,
